replicate,absolute_reduction_task_minus_gold,relative_reduction,goal_success_difference_gold_minus_task
2360,0.0028204541850804232,0.010574344954766404,0.0
2361,0.029244435527874507,0.1076872063706558,0.0
2362,0.0037242650270610245,0.01410781189058878,0.0
2363,-0.035432844964413845,-0.15352776474099908,0.0
2364,-0.03998853155791346,-0.17111843707269567,0.0
2365,-0.022089116723680052,-0.09241199628095279,0.0
2366,0.04435827101633849,0.1479518947129567,0.0
2367,0.03819122106057432,0.13055409996024717,0.0
2368,0.008122970116059447,0.03053618217201743,0.0
2369,-0.02145615805165335,-0.08763388068840365,0.0
2370,0.07645644068070198,0.23885229142885966,0.0
2371,-0.044346097238619764,-0.1970674160710857,0.0
2372,-0.023851355207301028,-0.10025301546609945,0.0
2373,-0.029395844595946602,-0.1269234373810207,0.0
2374,-0.04135253971184846,-0.18267590996419655,0.0
2375,0.09119009205469306,0.2824384678275513,0.0
2376,-0.018061701397147856,-0.07100687185423345,0.0
2377,-0.049470218263116233,-0.20837455571433808,0.0
2378,-0.06600685376878626,-0.2967801830211757,0.0
2379,0.0071658532657194185,0.028820329557747444,0.0
2380,-0.046221011322451405,-0.22173246264964883,0.0
2381,0.0014235141119344208,0.005685643243766439,0.0
2382,0.08436552645866946,0.26408640799403293,0.0
2383,-0.02837551373566946,-0.1179464125157345,0.0
2384,-0.008554983567260921,-0.035475900568930366,0.0
2385,-0.012467707243533244,-0.0463417183991875,0.0
2386,0.04677197581108733,0.1557478216927246,0.0
2387,0.036074917088285835,0.12651353559793274,0.0
2388,0.03607568733930949,0.13108296106071396,0.0
2389,-0.03935591792140827,-0.1703457770705649,0.0
2390,-0.027632541103267988,-0.11462510725126708,0.0
2391,-0.030407558152885233,-0.13096286681192332,0.0
2392,-0.001284442946523301,-0.004528992238644327,0.0
2393,-0.04238499232457896,-0.18531752156440423,0.0
2394,0.021627303632134554,0.07672167565852112,0.0
2395,-0.044478263767360776,-0.20139897009653712,0.0
2396,0.026077173387002883,0.09149442662558109,0.0
2397,0.016205096945115238,0.06028222571079716,0.0
2398,-0.012699362893915406,-0.052903455646597715,0.0
2399,-0.005363910153227569,-0.020703745922557186,0.0
2400,0.031080418368759133,0.10421832278477139,0.0
2401,-0.022599451113169466,-0.08957552395442875,0.0
2402,-0.013965260222780967,-0.05771607545705718,0.0
2403,-0.04952080516619886,-0.2181795271860974,0.0
2404,0.08790891425720204,0.2578066775125879,0.0
2405,-0.018213861417298083,-0.07103405952746253,0.0
2406,-0.047527605033409664,-0.2131671496129771,0.0
2407,-0.0021616033235006826,-0.008272802843027303,0.0
2408,0.03077377944773571,0.11036341482542733,0.0
2409,-0.023497214885280338,-0.10033631040232471,0.0
2410,0.02418909372342387,0.08836478400946804,0.0
2411,0.007321715768679293,0.02701432149865983,0.0
2412,0.04073849479320901,0.14059802061536228,0.0
2413,0.03862486927624503,0.1389228904788223,0.0
2414,-0.004512187162118042,-0.01732762284630718,0.0
2415,0.0012572560517765674,0.004714010162952899,0.0
2416,-0.026827482191923435,-0.11005982563122821,0.0
2417,-0.03950708849293849,-0.1681596196098204,0.0
2418,-0.04023489322830198,-0.1701236246283638,0.0
2419,0.047155015891250096,0.15492436879245886,0.0
2420,0.0015004769223206926,0.005555062364064191,0.0
2421,0.013820718732244552,0.052194446161996186,0.0
2422,0.026271693894649284,0.09166328234775444,0.0
2423,-0.04087068981559017,-0.173976585025823,0.0
2424,0.04469179528403147,0.16273535611701967,0.0
2425,0.0050597649309455095,0.01890474598469956,0.0
2426,0.06271012109794588,0.2069697484135987,0.0
2427,-0.03562570022549033,-0.15638768919497292,0.0
2428,-0.02247011557580525,-0.09194022289766982,0.0
2429,0.027316919675310802,0.10105137988658257,0.0
2430,-0.032641358056266834,-0.13744571848202553,0.0
2431,-0.026886769382987813,-0.11545097707418636,0.0
2432,-0.014362580325851804,-0.05500178072154003,0.0
2433,0.02744100933610616,0.09709452621337877,0.0
2434,0.007057942123732508,0.02567872969574803,0.0
2435,0.005122929256790809,0.018647686692935473,0.0
2436,-0.027811075536436303,-0.11871176784812586,0.0
2437,-0.018200575919535472,-0.07364034672520432,0.0
2438,0.018155038218168024,0.07035616354617846,0.0
2439,-0.028360088675620676,-0.12246884735202487,0.0
2440,0.010939227550386954,0.04165369125272484,0.0
2441,-0.004489539373260298,-0.016891891891891872,0.0
2442,-0.010464889778913217,-0.04195934352355669,0.0
2443,0.0013724100920529114,0.005101341063816377,0.0
2444,-0.014211300910282915,-0.057060275715443275,0.0
2445,0.03797783155752904,0.12934072876073113,0.0
2446,-0.019833519689213763,-0.07668508126411759,0.0
2447,0.0010870076647655769,0.004467930898448571,0.0
2448,-0.030857245661053606,-0.12763509695024466,0.0
2449,-0.011908344810901805,-0.04734560566359693,0.0
2450,-0.03689057077332547,-0.1593064722908025,0.0
2451,-0.01361480079977384,-0.052701459947482425,0.0
2452,-0.0006154903614833951,-0.002357418088696243,0.0
2453,0.017988206780000904,0.06450057002543182,0.0
2454,0.00952550182902906,0.03666108267454256,0.0
2455,0.03561713257810406,0.12075441275955322,0.0
2456,-0.049163416702327906,-0.2176148134653429,0.0
2457,0.014143042115557114,0.055310582545817256,0.0
2458,0.027215541388969394,0.10358153812219695,0.0
2459,-0.044534332234243246,-0.1991440894248236,0.0
2460,0.004827199378694413,0.017861742323452785,0.0
2461,-0.024738840741414136,-0.10038992296131251,0.0
2462,-0.0038274735465284593,-0.014567650484333786,0.0
2463,0.042149640910759484,0.14453851492019426,0.0
2464,-0.0015819699191548242,-0.006182674708194458,0.0
2465,-0.007218790783440898,-0.027911530640423704,0.0
2466,-0.010150997533790174,-0.0380404913216669,0.0
2467,0.021659519603071387,0.07727373165320188,0.0
2468,0.017706295623352797,0.06144573290099818,0.0
2469,0.035490524536011425,0.11670639292443592,0.0
2470,-0.006649391207924904,-0.025634549553310494,0.0
2471,0.003905158302391465,0.014355032516670956,0.0
2472,0.008469648570869182,0.031505591970708284,0.0
2473,-0.04059799703438757,-0.17786518700726026,0.0
2474,-0.010781753088262291,-0.042081207203610325,0.0
2475,-0.0013643953745689497,-0.005108765486225365,0.0
2476,0.03801619239222448,0.139538194119336,0.0
2477,-0.045957144258115146,-0.21847319347319355,0.0
2478,-0.000642702830643771,-0.0023478759828567176,0.0
2479,0.007479594328514472,0.028924525146695138,0.0
2480,-0.03215575357556397,-0.14876827448933103,0.0
2481,-0.04870824498012008,-0.2164394578219182,0.0
2482,0.07341390170997547,0.22612602549599312,0.0
2483,-0.039305853117902356,-0.1685860226161147,0.0
2484,0.008154700652253821,0.030856125562453027,0.0
2485,0.00280598967117901,0.011193273499976538,0.0
2486,-0.011180300534684079,-0.04948634295186503,0.0
2487,-0.049905007807318075,-0.22476952858480234,0.0
2488,0.001599743470980186,0.006296010656944665,0.0
2489,-0.0056028309609209015,-0.021446640291689245,0.0
2490,-0.007621486308660164,-0.030068080669445937,0.0
2491,0.06040341369971891,0.18397154001114388,0.0
2492,0.0658889606839306,0.21321062434257293,0.0
2493,0.008612779604791176,0.0314672373976141,0.0
2494,-0.008123242399832642,-0.030686775451135167,0.0
2495,-0.019123177306071604,-0.07124279616010577,0.0
2496,-0.02280761914510665,-0.10312750465349664,0.0
2497,0.0353458091036144,0.12523286126242442,0.0
2498,0.02025270813180302,0.07227522236735713,0.0
2499,-0.012389727350191698,-0.04989416084671316,0.0
2500,-0.01842569737344546,-0.07700424616602146,0.0
2501,-0.01903838984647155,-0.07998947724123213,0.0
2502,0.021072409469504727,0.08111264328190984,0.0
2503,-0.04510980960594316,-0.19865666153386505,0.0
2504,0.011155561750766652,0.04223709348842608,0.0
2505,0.026089441017481674,0.08824848344166877,0.0
2506,-0.065371675273801,-0.28843818125194653,0.0
2507,0.003218706143498007,0.012460722029214506,0.0
2508,-0.022540941252661095,-0.09511177650513096,0.0
2509,-0.004366461385998444,-0.017005691537680077,0.0
2510,0.053521566294875256,0.17050141404153288,0.0
2511,0.022966737414543748,0.08425423490486598,0.0
2512,0.054076856125700457,0.1760867518509847,0.0
2513,0.05827008779968201,0.18346423683464239,0.0
2514,0.010629587350488467,0.03780802796874385,0.0
2515,2.061484718773876e-05,7.652972484077402e-05,0.0
2516,0.034453763919090885,0.11660717158330969,0.0
2517,0.02214478125281716,0.07324114127468626,0.0
2518,-0.029143464899497373,-0.12003748867968246,0.0
2519,-0.04058990927386266,-0.17770582200564256,0.0
2520,0.003815193246541587,0.015044492189877141,0.0
2521,-0.03000877462746518,-0.12661721181258304,0.0
2522,0.020359355277981078,0.07575942313995404,0.0
2523,0.014963987450841765,0.0509784735812133,0.0
2524,0.050835358868028035,0.17541702837387405,0.0
2525,0.018833603839948254,0.066527483158017,0.0
2526,0.02903901623798144,0.10155957110589904,0.0
2527,-0.01737983645823013,-0.07127852440125357,0.0
2528,-0.0021142154575730654,-0.00832286225903763,0.0
2529,-0.0032253531238495836,-0.012748756218905453,0.0
2530,0.007378610214842207,0.02679040848515325,0.0
2531,-0.02818603242152884,-0.11689822216236992,0.0
2532,-0.011054048150482165,-0.04143092062700402,0.0
2533,-0.06815173805227778,-0.3267329872644422,0.0
2534,-0.018961038961038956,-0.07392405063291137,0.0
2535,-0.032490998660265696,-0.13828038576614962,0.0
2536,0.02695449446381526,0.0967313731478603,0.0
2537,0.026139702620276595,0.09668189116472839,0.0
2538,0.029118742236166312,0.1053634399207634,0.0
2539,0.010438900119070726,0.03752545794437189,0.0
2540,-0.04703669130682017,-0.21259623312239664,0.0
2541,-0.022363169589510512,-0.08885319945296193,0.0
2542,-0.040674067974672795,-0.16960691451574725,0.0
2543,-0.030531180087363913,-0.1343063528085554,0.0
2544,0.015667404283745995,0.061673103788314615,0.0
2545,0.012144179877050465,0.044393724217217816,0.0
2546,-0.005321590519615921,-0.021623828794341767,0.0
2547,0.0007572975950064231,0.0028049298767530723,0.0
2548,-0.07110688848818578,-0.32764576669621187,0.0
2549,-0.01794073421632464,-0.06963783850710065,0.0
2550,0.04999673298703,0.15716046213093723,0.0
2551,0.03709195096738244,0.1286272090568996,0.0
2552,-0.002370871762939708,-0.009520982590588778,0.0
2553,-0.046547540548704525,-0.2141312161446461,0.0
2554,-0.02395241120634886,-0.09789736971263904,0.0
2555,0.026989938812885833,0.09799742296244965,0.0
2556,-0.03793101609695493,-0.16185470843855923,0.0
2557,-0.05211933018974124,-0.22616978946308056,0.0
2558,0.007813875777652662,0.031246031746031678,0.0
2559,-0.06856941879049469,-0.30473385364608807,0.0
2560,-0.02333939305186844,-0.08970329009535265,0.0
2561,0.0068047989330681236,0.02666635663137807,0.0
2562,-0.0013351924379327307,-0.005178650165910912,0.0
2563,-0.01440954190452387,-0.05629349838506963,0.0
2564,-0.013432854539473238,-0.05361880740127461,0.0
2565,-0.02268170258764557,-0.08997593206857118,0.0
2566,0.032650321742559885,0.10955767242941244,0.0
2567,0.002444442193317742,0.00904580172543951,0.0
2568,-0.016775417287619276,-0.06489126122552022,0.0
2569,0.04322849648146804,0.15070918445451698,0.0
2570,0.009844037809353723,0.035323328983616176,0.0
2571,-0.007403461858909166,-0.02894392861313676,0.0
2572,-0.019003797028374347,-0.07515935891706944,0.0
2573,0.011715720586091938,0.04215112515213512,0.0
2574,-0.02667744430585267,-0.12043159583503725,0.0
2575,-0.02058356065466349,-0.08179642986995729,0.0
2576,-0.02518164676259893,-0.10550830542455138,0.0
2577,0.008457229599117683,0.03314720245915868,0.0
2578,0.014389142383574083,0.05102156387853192,0.0
2579,0.022002326791257687,0.07639760799980155,0.0
2580,0.026289510415443806,0.08965187144788936,0.0
2581,0.022034166541469086,0.08535014393346574,0.0
2582,0.025230250814562205,0.09005383829945242,0.0
2583,-0.03767394236348215,-0.15259938816324672,0.0
2584,-0.004752630232787269,-0.017972221082995104,0.0
2585,-0.049117861239675376,-0.22372266476413638,0.0
2586,0.005619244260768985,0.020697346539665373,0.0
2587,7.794555420120863e-05,0.00030349013657066337,0.0
2588,0.11774932338979771,0.3180264620326203,0.0
2589,-0.033951573541016355,-0.14092565084998465,0.0
2590,0.053626867957952074,0.17916123548465143,0.0
2591,-0.01621319353621742,-0.06435212921382258,0.0
2592,-0.03355153774063416,-0.14278418894912195,0.0
2593,0.018432477024494742,0.06337371555591484,0.0
2594,-0.043222263888144874,-0.19690787065283719,0.0
2595,0.012473073106874899,0.046350215313171586,0.0
2596,-0.008543131363225265,-0.03234115863843544,0.0
2597,0.05346728873849427,0.17386253770330834,0.0
2598,-0.051208892422196534,-0.23001599322377703,0.0
2599,-0.019570463072661304,-0.09097983450377115,0.0
2600,0.04878474036748465,0.16222821952254737,0.0
2601,-0.009802030681918927,-0.039114991794830876,0.0
2602,-0.001755556981177242,-0.006656817874328185,0.0
2603,-0.0183298341730595,-0.07178283347348094,0.0
2604,-0.05218834713723944,-0.2239366482324619,0.0
2605,-0.03128109562664588,-0.1315192862923264,0.0
2606,-0.039882970470496965,-0.16848219091482441,0.0
2607,0.06232719207268517,0.20485340210529,0.0
2608,0.02581459914817702,0.08714092240834576,0.0
2609,-0.02555445742507151,-0.10813437895633707,0.0
2610,-0.005936222781698752,-0.023385736095482185,0.0
2611,-0.04520195878374411,-0.19733267182601857,0.0
2612,-0.020562172992628552,-0.0828137218138003,0.0
2613,0.0021415401660366817,0.00835932168462375,0.0
2614,0.012966769046024562,0.04594926350245512,0.0
2615,-0.009563190002017163,-0.0371627136741137,0.0
2616,0.045760170919248,0.1619701824411519,0.0
2617,-0.028407357724482163,-0.11000637060123962,0.0
2618,0.0732328983918043,0.2368767824525028,0.0
2619,-0.03131306164733327,-0.14132517450937385,0.0
2620,0.034230840576006255,0.1225530417177576,0.0
2621,0.019792152727017676,0.06937826185613782,0.0
2622,0.00047971638458377264,0.0019583101745523778,0.0
2623,0.003374233128834392,0.012643678160919675,0.0
2624,-0.015531921722390929,-0.06241498255148077,0.0
2625,-0.013605100666632619,-0.05817118229893546,0.0
2626,0.013051752606896477,0.050590788726264616,0.0
2627,0.025569794307219507,0.09385410675437943,0.0
2628,0.002551993694450083,0.00961793523341153,0.0
2629,-0.03562588605969,-0.1573673245153194,0.0
2630,-0.015755667736933987,-0.06469795713748588,0.0
2631,-0.018515248288401287,-0.08014592769339944,0.0
2632,0.07597530835229988,0.22741699954640573,0.0
2633,-0.01216746631753457,-0.04547904983757481,0.0
2634,0.025107187594415076,0.09609687646172248,0.0
2635,-0.032441828322963245,-0.13969767781510148,0.0
2636,-0.029163845602479976,-0.11611216759078173,0.0
2637,-0.04456008973336684,-0.19011565059341817,0.0
2638,0.0243769142419602,0.0900763574760654,0.0
2639,0.0024862331967087647,0.008877473968682928,0.0
2640,0.03541690491340527,0.12279096562124067,0.0
2641,-0.026772910580396936,-0.10829528471706125,0.0
2642,-0.018887891590611383,-0.08274925395068362,0.0
2643,-0.017079466392348974,-0.06722975394485489,0.0
2644,0.004817028146826663,0.018816158640039066,0.0
2645,-0.04719879042059602,-0.2133483786026159,0.0
2646,0.02542084803797412,0.09505804808830814,0.0
2647,0.03056216351571306,0.11094950229535029,0.0
2648,0.04185237655598356,0.13701146430432512,0.0
2649,-0.02091214578063319,-0.08920093944642296,0.0
2650,-0.00557190339631905,-0.022388675920155022,0.0
2651,-0.01661632914652314,-0.07409636037265882,0.0
2652,-0.06331728152446359,-0.29312323628210935,0.0
2653,0.01807948114754171,0.06249461242332071,0.0
2654,-0.0576045250351363,-0.2583249555332149,0.0
2655,0.02365112109397266,0.08403196335706181,0.0
2656,-0.01865351049050687,-0.07880108466985879,0.0
2657,0.013226435262158415,0.05081091835393343,0.0
2658,0.03791865947788914,0.1233594982210323,0.0
2659,0.01286950303439316,0.04561083168937427,0.0
2660,-0.04107324833827122,-0.1833704363312556,0.0
2661,-0.049692223070832486,-0.21529124353106266,0.0
2662,-0.03737502671346524,-0.16436297369457833,0.0
2663,0.014927950355343778,0.05514304531486294,0.0
2664,-0.02404486993520938,-0.09537706175680867,0.0
2665,0.027748105757624264,0.0948973679236838,0.0
2666,0.01768199305270235,0.0663582842724979,0.0
2667,-0.021000192885115676,-0.0931145807402776,0.0
2668,-0.0003024375429852566,-0.0012032847612833842,0.0
2669,-0.009426831723027385,-0.03714838133954691,0.0
2670,0.010526138264964235,0.040254067565787886,0.0
2671,0.033566899784167104,0.11523922919532527,0.0
2672,0.05364568781707224,0.17816073009187183,0.0
2673,-0.00848193425073518,-0.03431736649149039,0.0
2674,-0.014310519949593925,-0.05654642952304822,0.0
2675,0.11079466649854999,0.3183279597159832,0.0
2676,0.04597920458524993,0.16310834516446893,0.0
2677,0.042010294916285607,0.14058631887960307,0.0
2678,-0.012976447113655143,-0.05067487975698243,0.0
2679,0.0166829884962989,0.06290798808267316,0.0
2680,0.007584637951390083,0.028607829051551858,0.0
2681,0.03496793052032085,0.12356080241365772,0.0
2682,0.04176926605717146,0.14206843291462437,0.0
2683,0.009635678111683754,0.03765343841539972,0.0
2684,-0.03724451479932278,-0.15878903625429128,0.0
2685,0.03528522114421087,0.12463777446485176,0.0
2686,-0.04129601614245282,-0.18480775892471052,0.0
2687,-0.022548290396015053,-0.09723950233281492,0.0
2688,-0.027074416375710286,-0.11308930107428493,0.0
2689,0.009383829752679262,0.03728477986683484,0.0
2690,-0.026783244437809606,-0.10822680920435784,0.0
2691,-0.03841461132527413,-0.17356601731601723,0.0
2692,-0.03502377658001471,-0.14904855296457387,0.0
2693,0.026613000120149,0.09166386467682285,0.0
2694,0.02213175772103909,0.07765071740026241,0.0
2695,0.006256883789733547,0.02190572131892942,0.0
2696,0.053377097864525325,0.18571137244239003,0.0
2697,0.019707052341920217,0.07464322858945287,0.0
2698,-0.056782887506046514,-0.25193747639602854,0.0
2699,0.021845057850492622,0.07794609740364453,0.0
2700,-0.024265745600062616,-0.09592415679447135,0.0
2701,-0.0017253119972095998,-0.006855425614778561,0.0
2702,0.061395523474556124,0.20271986641028233,0.0
2703,-0.02125940132370638,-0.08778416149068323,0.0
2704,-0.036231874077491816,-0.16270616856341738,0.0
2705,0.015223644620889987,0.05590809185068709,0.0
2706,0.03485790222117047,0.11958769032698009,0.0
2707,0.011426780456245789,0.04060258588381846,0.0
2708,-0.037691367530640396,-0.16694659705730952,0.0
2709,-0.048409687028231396,-0.21076452500541615,0.0
2710,-0.02311470769993418,-0.10098925864137909,0.0
2711,-0.024851788934034835,-0.10289355778084207,0.0
2712,-0.027262762653510936,-0.1103977653957232,0.0
2713,0.007156947011241421,0.024989548802299116,0.0
2714,-0.0193639074901944,-0.07597628925172056,0.0
2715,0.05653266331658291,0.1867219917012448,0.0
2716,-0.0352392521055403,-0.15224249042558105,0.0
2717,-0.017077298892123366,-0.07055729409414739,0.0
2718,-0.022671863185826258,-0.09060599694742782,0.0
2719,0.04146175857913062,0.14727145544612955,0.0
2720,0.02515845857762078,0.08816075885533359,0.0
2721,0.008194233687405184,0.031877213695395604,0.0
2722,-0.011439087136726867,-0.04496513384460162,0.0
2723,0.06350381986417444,0.20745010525609117,0.0
2724,-0.0608458512160229,-0.26124846437346444,0.0
2725,0.025847683387860032,0.09248937984734822,0.0
2726,-0.009524886877828043,-0.036675668612248406,0.0
2727,-0.005314166879785809,-0.022334318597426798,0.0
2728,-0.06296495407413322,-0.2849374055034775,0.0
2729,0.00411239077233394,0.0167287071902457,0.0
2730,-0.040134201783528556,-0.16816279431831696,0.0
2731,0.04610726672029672,0.15880838029282743,0.0
2732,-0.04561639188571606,-0.2047998269466499,0.0
2733,0.020635898511401518,0.07119384986433523,0.0
2734,-0.06753938514123523,-0.3000714714995156,0.0
2735,0.010804048069358946,0.04234086430885346,0.0
2736,0.014756132242385034,0.054612396405371855,0.0
2737,0.027566755325247994,0.09655912763432976,0.0
2738,-0.026500277448114562,-0.11310166260152243,0.0
2739,0.01779924953095685,0.06370876759428389,0.0
2740,-0.004672601811405885,-0.01799139891940632,0.0
2741,-0.042900115786663834,-0.1811105984367562,0.0
2742,0.011478269543065855,0.0465445233182756,0.0
2743,0.011618529020832241,0.044902197451098726,0.0
2744,-0.04226594569899908,-0.18260581295737777,0.0
2745,-0.006364966627701613,-0.025719973320111566,0.0
2746,0.03958516444208243,0.12934870634595952,0.0
2747,-0.039105886720658234,-0.17264187974740203,0.0
2748,-0.026974060343150807,-0.11783221171949665,0.0
2749,-0.03413698457140091,-0.14616457662218119,0.0
2750,0.00017029559749326406,0.0006504669739868283,0.0
2751,-0.012837351683590403,-0.05019464495908537,0.0
2752,0.008458005385155287,0.03147674833866697,0.0
2753,-0.01781924974649221,-0.071802330641231,0.0
2754,-0.03809584910502342,-0.1642524549352266,0.0
2755,0.026676188447462112,0.091469190094959,0.0
2756,0.007395733586913367,0.028764896095376368,0.0
2757,0.029214553139308902,0.10620539207549864,0.0
2758,0.018437679076951874,0.06827541003523686,0.0
2759,0.044386980225660344,0.1577400502481936,0.0
2760,0.006632203620485555,0.02569388148458893,0.0
2761,-0.010566223866714408,-0.039004596661137196,0.0
2762,-0.002427338633725351,-0.009349953598245031,0.0
2763,-0.015135191566668149,-0.06254663502852018,0.0
2764,-0.013725994188518442,-0.0534917068317869,0.0
2765,-0.009235495786957704,-0.036220957070318624,0.0
2766,-0.010158977875513286,-0.040505971087366345,0.0
2767,0.03998170365460718,0.1397707491396598,0.0
2768,-0.02052728975805901,-0.08565708565708574,0.0
2769,-0.013792114220773144,-0.055363628310745025,0.0
2770,-0.027286057787062945,-0.11220131032820878,0.0
2771,-0.001031748746925354,-0.004114828139270691,0.0
2772,0.04235767988233005,0.1527043832020375,0.0
2773,-0.026821023589253923,-0.10663817521094421,0.0
2774,-0.012208208208208227,-0.04714268043787502,0.0
2775,0.004268482770197368,0.016699502767614265,0.0
2776,-0.016974772768147434,-0.0694330776723272,0.0
2777,0.043246554535213255,0.14551762405090557,0.0
2778,-0.016458616569851287,-0.06638969671790615,0.0
2779,0.012165356846207925,0.04802623281624423,0.0
2780,0.035700867501231304,0.12425413038259234,0.0
2781,0.09735271203383863,0.2847751207126208,0.0
2782,-0.02804344552307944,-0.11909766008126665,0.0
2783,0.008558451008481682,0.031577733031294485,0.0
2784,-0.012284054195117966,-0.04953970761169837,0.0
2785,-0.03167727794593464,-0.1405906195715112,0.0
2786,-0.013733847641065555,-0.05459885520783005,0.0
2787,-0.013067548078252916,-0.05292585691903836,0.0
2788,0.005543377728203985,0.021724394661688306,0.0
2789,-0.01862321785363541,-0.07522913816689467,0.0
2790,-0.040429899988203066,-0.17577145543651698,0.0
2791,-0.025925886278078097,-0.10909407592260585,0.0
2792,-0.012324099420256668,-0.05330253443774196,0.0
2793,-0.04144207393189708,-0.16932470731649965,0.0
2794,-0.030313209199413077,-0.1251466103682852,0.0
2795,-0.030451309035505997,-0.13052164278240838,0.0
2796,0.04498825319521127,0.15971309503204,0.0
2797,-0.04878297322054714,-0.21634453913222598,0.0
2798,-0.009758274425021696,-0.03829922042252933,0.0
2799,0.045806209766010464,0.15687189411497726,0.0
2800,0.006199853024182855,0.0221320334700481,0.0
2801,-0.005960144096437137,-0.024781264973102374,0.0
2802,-0.028804507620041025,-0.11552518755194179,0.0
2803,-0.048266893868980004,-0.21321483207167863,0.0
2804,0.02516185894189757,0.09351871201361481,0.0
2805,-0.023857900149890976,-0.09450097328875255,0.0
2806,-0.027971408582250307,-0.11333356606737653,0.0
2807,-0.02431201022306581,-0.10199481635508961,0.0
2808,0.008609360936093602,0.032211894658853615,0.0
2809,0.009551983617167192,0.0370124996958825,0.0
2810,0.0027092762057459585,0.01061472492632723,0.0
2811,0.01721943525306152,0.0624951731860833,0.0
2812,-0.018997048934728922,-0.07495119074480155,0.0
2813,-0.02748510657583489,-0.11739285569827985,0.0
2814,0.04590489835129746,0.16086760230094416,0.0
2815,0.03544100022990865,0.11919406353042322,0.0
2816,0.007544409219976733,0.028799582941460313,0.0
2817,0.0011100651940517126,0.004643704458757533,0.0
2818,0.003581925942441,0.013860311298033856,0.0
2819,-0.016781462641335232,-0.07120782796458464,0.0
2820,-0.03242375771530007,-0.14054312823806647,0.0
2821,-0.026456725248113322,-0.11040718151361577,0.0
2822,0.0018953983192849244,0.007358862138237552,0.0
2823,0.008395455655932083,0.03116279302795129,0.0
2824,-0.029055380389147456,-0.13057603398725473,0.0
2825,-0.0199104264958955,-0.08116759775459007,0.0
2826,-0.03362130700871063,-0.14231890787944135,0.0
2827,-0.04577664428689271,-0.20192130546523096,0.0
2828,0.017323805533429437,0.06156642967593095,0.0
2829,0.0186854122494354,0.0712730994185051,0.0
2830,-0.030076831701728868,-0.1387192251324333,0.0
2831,-0.05531283634795159,-0.25655437014101573,0.0
2832,-0.04803201157033277,-0.21373940763426913,0.0
2833,0.062105741957672184,0.2030921788553981,0.0
2834,-0.028229439272384083,-0.12003648525387667,0.0
2835,-0.03682321891591553,-0.14742029164607012,0.0
2836,0.0381423759930693,0.13367804444900833,0.0
2837,0.028361940346206038,0.0975853120621297,0.0
2838,0.0026656860013098416,0.0103686424980526,0.0
2839,-0.025898272813817486,-0.10408001530347333,0.0
2840,-0.024983272420529445,-0.09888727827846772,0.0
2841,0.00953814337389744,0.03773887089142071,0.0
2842,-0.0022118650535375983,-0.008665337673942643,0.0
2843,0.037144988331668405,0.12342230730161582,0.0
2844,0.029332276671334617,0.10551293846293401,0.0
2845,0.05583507081114136,0.18435787100142104,0.0
2846,-0.036115291499749236,-0.15770500501450968,0.0
2847,-0.0016105887562886667,-0.006352985805867238,0.0
2848,0.019512560252958416,0.07287070556711243,0.0
2849,-0.015856025649133132,-0.06485528780951842,0.0
2850,0.024701082920014134,0.09250188146133438,0.0
2851,-0.035573290690249726,-0.15923728280030205,0.0
2852,0.0066066219651270686,0.023704869847126154,0.0
2853,0.05079546479805119,0.17236452699255028,0.0
2854,-0.012301789132871277,-0.04784507032213455,0.0
2855,0.13247590285187263,0.3613522147221954,0.0
2856,-0.011888139113351542,-0.047639120573163586,0.0
2857,0.006163559831629584,0.02406103286384976,0.0
2858,-0.014185841189490345,-0.052602632735083116,0.0
2859,0.04538751397330448,0.14585608282838367,0.0
2860,-0.004584033280855604,-0.01776051250596338,0.0
2861,-0.02472492206125071,-0.10025654372397391,0.0
2862,-0.041926246657730315,-0.19027214842030646,0.0
2863,-0.01349513439168204,-0.05211587028544188,0.0
2864,-0.038836803057363645,-0.16559781824087771,0.0
2865,0.030146780775697823,0.10519772872358286,0.0
2866,-0.04691666411254483,-0.21802449793476714,0.0
2867,-0.00876002565161249,-0.034057857167253146,0.0
2868,0.0051873191408075,0.020158701496729617,0.0
2869,0.021706446586147177,0.07366625310173698,0.0
2870,0.03465337431322696,0.11781427570249747,0.0
2871,-0.020012215358758856,-0.08525203742831272,0.0
2872,0.02177047134692428,0.08438942426705277,0.0
2873,0.005228318905050711,0.019933703455148194,0.0
2874,-0.015004151260122944,-0.06265896172792722,0.0
2875,0.03359319945941025,0.11922651904207722,0.0
2876,-0.0024626924038052556,-0.00930195694152234,0.0
2877,-0.03003737389708011,-0.12791070524123058,0.0
2878,0.025746361764173553,0.09130753483708508,0.0
2879,0.0018095357299636738,0.0069949144787471796,0.0
2880,0.008774205711515493,0.03359583932021144,0.0
2881,-0.029075585577133578,-0.12201043272858507,0.0
2882,-0.024934614158643342,-0.1125943551033804,0.0
2883,-0.002192474117059029,-0.008131455923990935,0.0
2884,-0.023504320834995734,-0.10045642774563901,0.0
2885,-0.041226283395522784,-0.17255587411766687,0.0
2886,0.005730800430581134,0.02303781773093616,0.0
2887,-0.007470465764118306,-0.028797847214435807,0.0
2888,0.040519783679064114,0.1325728419357615,0.0
2889,-0.0028827094936845765,-0.01095815684764472,0.0
2890,0.02206363720994481,0.07651252732032364,0.0
2891,0.061446518091795965,0.2058654045623228,0.0
2892,0.021347219705937726,0.0832640398252432,0.0
2893,0.020102557953207367,0.07121738639206544,0.0
